Rent,Size,BHK,Bathroom,Furnishing Status,City
8000,800,2,1,Unfurnished,Chennai
12500,600,2,1,Unfurnished,Chennai
11000,800,2,1,Unfurnished,Chennai
40000,1600,3,3,Semi-Furnished,Chennai
15000,700,2,2,Unfurnished,Chennai
8000,800,2,2,Semi-Furnished,Chennai
34000,2120,3,3,Furnished,Chennai
7500,560,1,1,Unfurnished,Chennai
14000,420,1,1,Unfurnished,Chennai
15000,1000,2,2,Furnished,Chennai
21000,1330,3,3,Semi-Furnished,Chennai
12000,930,3,2,Semi-Furnished,Chennai
75000,1900,3,3,Semi-Furnished,Chennai
15000,1200,2,2,Furnished,Chennai
6000,350,1,1,Unfurnished,Chennai
20500,1000,3,1,Semi-Furnished,Chennai
13500,1210,2,2,Semi-Furnished,Chennai
10000,750,2,2,Unfurnished,Chennai
15000,1150,3,3,Semi-Furnished,Chennai
11000,800,2,2,Unfurnished,Chennai
12000,930,2,2,Furnished,Chennai
15000,2800,2,2,Unfurnished,Chennai
20000,800,2,2,Semi-Furnished,Chennai
24000,850,2,2,Unfurnished,Chennai
16000,650,2,2,Semi-Furnished,Chennai
10000,770,2,1,Unfurnished,Chennai
30000,1800,3,3,Semi-Furnished,Chennai
26000,1100,3,2,Semi-Furnished,Chennai
10000,950,2,2,Semi-Furnished,Chennai
15000,1250,3,2,Semi-Furnished,Chennai
9000,400,1,1,Unfurnished,Chennai
9000,575,2,2,Semi-Furnished,Chennai
15000,1234,2,2,Semi-Furnished,Chennai
12000,870,2,2,Semi-Furnished,Chennai
20000,1162,2,2,Semi-Furnished,Chennai
15000,2200,3,3,Unfurnished,Chennai
8000,500,1,1,Unfurnished,Chennai
13000,900,3,1,Unfurnished,Chennai
6800,600,1,1,Unfurnished,Chennai
9000,600,2,1,Furnished,Chennai
14000,1600,3,3,Furnished,Chennai
55000,2400,4,4,Unfurnished,Chennai
50000,1600,3,3,Semi-Furnished,Chennai
8000,400,1,1,Unfurnished,Chennai
16000,1000,2,2,Semi-Furnished,Chennai
15000,600,2,2,Unfurnished,Chennai
15000,750,2,2,Unfurnished,Chennai
15000,700,2,2,Semi-Furnished,Chennai
75000,2200,4,5,Semi-Furnished,Chennai
9000,500,1,1,Semi-Furnished,Chennai
6500,700,1,1,Unfurnished,Chennai
17000,1480,3,2,Furnished,Chennai
49000,1700,3,3,Furnished,Chennai
15000,830,2,2,Semi-Furnished,Chennai
25000,1425,3,2,Semi-Furnished,Chennai
40000,1550,3,3,Unfurnished,Chennai
8000,200,1,1,Semi-Furnished,Chennai
17500,1200,2,2,Semi-Furnished,Chennai
11000,800,3,2,Semi-Furnished,Chennai
8500,1261,3,3,Semi-Furnished,Chennai
11000,425,2,2,Semi-Furnished,Chennai
12500,940,2,2,Unfurnished,Chennai
90000,2300,3,3,Semi-Furnished,Chennai
14000,700,2,2,Unfurnished,Chennai
150000,2400,3,3,Furnished,Chennai
25000,1145,2,2,Semi-Furnished,Chennai
18000,750,2,2,Semi-Furnished,Chennai
17000,1250,3,3,Semi-Furnished,Chennai
8500,900,2,2,Unfurnished,Chennai
15000,800,3,2,Semi-Furnished,Chennai
22000,800,2,2,Semi-Furnished,Chennai
15000,900,2,2,Semi-Furnished,Chennai
10000,600,2,1,Unfurnished,Chennai
5000,250,1,1,Unfurnished,Chennai
10000,910,2,2,Semi-Furnished,Chennai
15000,1350,3,3,Unfurnished,Chennai
34500,450,3,3,Semi-Furnished,Chennai
8000,600,1,1,Unfurnished,Chennai
330000,3600,3,3,Semi-Furnished,Chennai
22000,800,2,2,Unfurnished,Chennai
13000,850,2,2,Unfurnished,Chennai
6500,1000,2,2,Semi-Furnished,Chennai
18000,900,2,2,Semi-Furnished,Chennai
30000,2400,3,3,Furnished,Chennai
8500,400,1,1,Unfurnished,Chennai
20000,1900,4,4,Semi-Furnished,Chennai
12000,900,2,2,Semi-Furnished,Chennai
18000,805,2,2,Semi-Furnished,Chennai
19000,1200,2,2,Unfurnished,Chennai
12000,800,2,2,Furnished,Chennai
16000,1158,3,2,Semi-Furnished,Chennai
5700,400,1,1,Unfurnished,Chennai
15000,450,1,1,Unfurnished,Chennai
11000,960,2,2,Semi-Furnished,Chennai
17000,1400,3,2,Semi-Furnished,Chennai
18000,970,2,2,Furnished,Chennai
9500,1000,2,2,Unfurnished,Chennai
12000,900,2,2,Semi-Furnished,Chennai
8000,800,2,2,Semi-Furnished,Chennai
12000,1100,2,1,Semi-Furnished,Chennai
16000,800,2,2,Unfurnished,Chennai
8000,800,2,1,Unfurnished,Chennai
10000,898,2,2,Semi-Furnished,Chennai
15000,800,2,2,Semi-Furnished,Chennai
7500,600,2,1,Unfurnished,Chennai
30000,2000,3,3,Furnished,Chennai
16000,870,2,2,Unfurnished,Chennai
14000,1100,2,2,Semi-Furnished,Chennai
10000,650,2,2,Unfurnished,Chennai
25000,1100,3,2,Unfurnished,Chennai
11500,1250,2,2,Semi-Furnished,Chennai
11000,1145,2,2,Unfurnished,Chennai
10000,780,2,2,Semi-Furnished,Chennai
7000,680,1,1,Unfurnished,Chennai
18000,860,2,2,Semi-Furnished,Chennai
7500,600,1,1,Unfurnished,Chennai
7500,750,2,1,Semi-Furnished,Chennai
12000,800,2,2,Unfurnished,Chennai
12000,570,2,2,Unfurnished,Chennai
40000,1150,2,2,Furnished,Chennai
5000,350,1,1,Unfurnished,Chennai
20000,894,2,2,Semi-Furnished,Chennai
6500,600,1,1,Semi-Furnished,Chennai
12000,900,3,2,Semi-Furnished,Chennai
12000,550,1,1,Unfurnished,Chennai
14000,717,2,2,Semi-Furnished,Chennai
13000,660,2,2,Semi-Furnished,Chennai
9000,700,1,1,Semi-Furnished,Chennai
10000,800,1,1,Semi-Furnished,Chennai
15000,1070,3,2,Unfurnished,Chennai
15000,1000,2,2,Semi-Furnished,Chennai
19000,1500,2,2,Semi-Furnished,Chennai
15000,900,2,2,Unfurnished,Chennai
16000,1700,2,2,Unfurnished,Chennai
12000,900,2,2,Semi-Furnished,Chennai
11000,805,2,2,Unfurnished,Chennai
8000,750,2,2,Unfurnished,Chennai
10000,1000,2,2,Furnished,Chennai
70000,1500,3,3,Furnished,Chennai
45000,3200,3,3,Unfurnished,Chennai
60000,1700,3,3,Semi-Furnished,Chennai
12000,1000,2,2,Semi-Furnished,Chennai
80000,2036,3,3,Semi-Furnished,Chennai
23999,610,2,1,Furnished,Chennai
23000,1100,2,2,Furnished,Chennai
16000,900,2,2,Semi-Furnished,Chennai
14000,840,2,2,Semi-Furnished,Chennai
13000,965,3,2,Semi-Furnished,Chennai
14000,800,2,2,Unfurnished,Chennai
7000,700,1,2,Unfurnished,Chennai
3500,600,1,1,Unfurnished,Chennai
12000,650,1,2,Semi-Furnished,Chennai
8000,320,1,1,Unfurnished,Chennai
25000,700,2,1,Semi-Furnished,Chennai
12000,850,2,2,Unfurnished,Chennai
7000,550,1,1,Unfurnished,Chennai
20000,1400,3,3,Semi-Furnished,Chennai
18000,1300,2,2,Unfurnished,Chennai
15000,1125,2,2,Semi-Furnished,Chennai
11000,780,2,2,Semi-Furnished,Chennai
65000,2200,3,3,Unfurnished,Chennai
75000,2500,3,3,Unfurnished,Chennai
15000,1300,1,2,Furnished,Chennai
12000,619,2,1,Furnished,Chennai
8500,700,2,1,Semi-Furnished,Chennai
38000,2100,3,3,Semi-Furnished,Chennai
30000,2000,3,3,Unfurnished,Chennai
9000,700,1,1,Semi-Furnished,Chennai
25000,2000,3,3,Semi-Furnished,Chennai
9000,600,2,2,Unfurnished,Chennai
8500,550,1,2,Unfurnished,Chennai
7000,300,1,1,Unfurnished,Chennai
25000,800,2,2,Semi-Furnished,Chennai
8500,850,2,2,Unfurnished,Chennai
6500,450,1,1,Semi-Furnished,Chennai
7000,500,1,1,Unfurnished,Chennai
4500,115,1,1,Unfurnished,Chennai
22000,800,2,2,Unfurnished,Chennai
10000,600,2,1,Semi-Furnished,Chennai
16000,800,2,2,Unfurnished,Chennai
85000,1725,3,2,Furnished,Chennai
15000,1330,2,2,Furnished,Chennai
25000,2064,3,4,Semi-Furnished,Chennai
9000,700,1,1,Semi-Furnished,Chennai
20000,900,2,2,Semi-Furnished,Chennai
15000,1066,2,2,Unfurnished,Chennai
9000,700,2,2,Semi-Furnished,Chennai
14000,900,2,2,Furnished,Chennai
15000,700,2,2,Semi-Furnished,Chennai
14000,950,3,2,Semi-Furnished,Chennai
8000,850,2,2,Unfurnished,Chennai
13500,600,2,2,Furnished,Chennai
12000,750,2,2,Semi-Furnished,Chennai
7500,850,2,2,Unfurnished,Chennai
20000,1650,3,3,Semi-Furnished,Chennai
11000,960,2,2,Unfurnished,Chennai
11000,1200,2,2,Unfurnished,Chennai
17500,650,2,2,Furnished,Chennai
8000,800,2,2,Unfurnished,Chennai
25000,1350,3,3,Semi-Furnished,Chennai
12000,560,2,2,Semi-Furnished,Chennai
5250,250,1,1,Unfurnished,Chennai
25000,685,2,2,Unfurnished,Chennai
14000,1021,2,2,Semi-Furnished,Chennai
24000,1200,3,3,Unfurnished,Chennai
35000,1557,3,3,Semi-Furnished,Chennai
8000,550,2,1,Unfurnished,Chennai
16000,800,2,2,Semi-Furnished,Chennai
28000,917,3,2,Semi-Furnished,Chennai
16000,960,2,2,Semi-Furnished,Chennai
13000,1000,2,2,Unfurnished,Chennai
35000,1000,2,2,Furnished,Chennai
11000,579,1,1,Semi-Furnished,Chennai
5000,800,1,1,Unfurnished,Chennai
23000,1100,2,2,Unfurnished,Chennai
11000,635,2,2,Semi-Furnished,Chennai
25000,1700,3,3,Semi-Furnished,Chennai
4500,600,1,1,Unfurnished,Chennai
100000,2500,4,4,Unfurnished,Chennai
47500,1920,3,3,Semi-Furnished,Chennai
7500,850,2,2,Semi-Furnished,Chennai
16500,1850,3,3,Unfurnished,Chennai
18000,1375,2,1,Furnished,Chennai
7000,700,2,2,Unfurnished,Chennai
8000,700,1,2,Unfurnished,Chennai
10000,675,1,1,Unfurnished,Chennai
7000,900,3,2,Unfurnished,Chennai
35000,1020,2,2,Furnished,Chennai
100000,3000,4,4,Unfurnished,Chennai
13000,800,2,1,Semi-Furnished,Chennai
10000,600,2,1,Unfurnished,Chennai
14000,890,2,2,Unfurnished,Chennai
46000,1700,3,3,Semi-Furnished,Chennai
65000,2000,4,3,Semi-Furnished,Chennai
9000,800,2,2,Semi-Furnished,Chennai
13500,1002,3,2,Furnished,Chennai
29000,1225,3,3,Semi-Furnished,Chennai
23999,610,2,1,Furnished,Chennai
26000,1200,3,3,Semi-Furnished,Chennai
8200,850,2,2,Unfurnished,Chennai
15000,500,1,1,Semi-Furnished,Chennai
10000,778,2,2,Unfurnished,Chennai
20000,850,2,2,Unfurnished,Chennai
15000,800,2,2,Unfurnished,Chennai
14000,1200,2,2,Semi-Furnished,Chennai
11000,750,2,2,Unfurnished,Chennai
6500,550,1,1,Unfurnished,Chennai
26000,1567,3,3,Furnished,Chennai
7500,650,1,1,Semi-Furnished,Chennai
14500,1150,2,2,Unfurnished,Chennai
280000,4500,6,5,Semi-Furnished,Chennai
12000,900,2,2,Unfurnished,Chennai
45000,1450,3,2,Unfurnished,Chennai
22000,850,2,2,Semi-Furnished,Chennai
7000,550,1,1,Unfurnished,Chennai
7000,600,1,1,Unfurnished,Chennai
45000,1200,2,2,Furnished,Chennai
20000,1450,4,4,Semi-Furnished,Chennai
14000,560,2,2,Semi-Furnished,Chennai
18000,1113,2,2,Semi-Furnished,Chennai
20000,1600,3,4,Semi-Furnished,Chennai
10000,550,1,1,Unfurnished,Chennai
25000,1200,2,2,Unfurnished,Chennai
18000,900,2,2,Semi-Furnished,Chennai
5000,800,1,1,Unfurnished,Chennai
12000,1200,2,2,Semi-Furnished,Chennai
13000,1000,2,2,Semi-Furnished,Chennai
30000,1100,2,2,Semi-Furnished,Chennai
9000,700,2,1,Furnished,Chennai
12000,650,1,1,Unfurnished,Chennai
30000,1500,3,2,Semi-Furnished,Chennai
20000,1175,3,2,Furnished,Chennai
12000,750,2,2,Unfurnished,Chennai
9500,1010,2,2,Semi-Furnished,Chennai
22000,1050,2,2,Semi-Furnished,Chennai
23000,1060,3,2,Unfurnished,Chennai
9500,900,2,2,Unfurnished,Chennai
13500,1000,2,2,Semi-Furnished,Chennai
12000,450,1,1,Unfurnished,Chennai
33000,1600,3,3,Semi-Furnished,Chennai
33000,1760,3,3,Semi-Furnished,Chennai
18999,618,2,2,Semi-Furnished,Chennai
18000,1220,3,2,Semi-Furnished,Chennai
8500,580,1,1,Unfurnished,Chennai
20000,1651,3,3,Semi-Furnished,Chennai
9000,705,2,2,Semi-Furnished,Chennai
7000,700,1,1,Unfurnished,Chennai
53000,1700,3,3,Furnished,Chennai
14000,901,2,2,Unfurnished,Chennai
21000,1100,2,2,Furnished,Chennai
16000,1120,3,2,Semi-Furnished,Chennai
26000,1300,2,2,Semi-Furnished,Chennai
20000,1350,3,3,Furnished,Chennai
25000,1340,2,2,Semi-Furnished,Chennai
10000,250,1,1,Unfurnished,Chennai
11500,700,2,2,Semi-Furnished,Chennai
15000,650,2,2,Unfurnished,Chennai
4200,490,1,1,Semi-Furnished,Chennai
9500,700,2,1,Unfurnished,Chennai
8000,580,1,2,Unfurnished,Chennai
16000,1400,2,3,Semi-Furnished,Chennai
12000,850,2,2,Semi-Furnished,Chennai
12000,850,2,2,Semi-Furnished,Chennai
12000,900,2,2,Unfurnished,Chennai
13000,780,2,2,Furnished,Chennai
15723,1246,3,2,Semi-Furnished,Chennai
6000,300,1,1,Semi-Furnished,Chennai
10000,900,2,2,Unfurnished,Chennai
3000,350,1,1,Unfurnished,Chennai
7500,900,2,2,Unfurnished,Chennai
18000,1099,2,2,Semi-Furnished,Chennai
16500,1530,3,3,Semi-Furnished,Chennai
35000,2000,3,3,Semi-Furnished,Chennai
15000,1095,3,2,Furnished,Chennai
7000,780,2,2,Unfurnished,Chennai
38000,1300,3,3,Unfurnished,Chennai
20000,900,2,2,Semi-Furnished,Chennai
7500,450,1,1,Unfurnished,Chennai
12500,400,2,2,Unfurnished,Chennai
16000,900,3,2,Semi-Furnished,Chennai
16000,935,2,2,Unfurnished,Chennai
8500,450,1,1,Unfurnished,Chennai
30000,1020,2,2,Furnished,Chennai
16000,1280,3,2,Semi-Furnished,Chennai
5700,450,1,1,Semi-Furnished,Chennai
18000,1120,2,2,Semi-Furnished,Chennai
15000,1000,2,2,Semi-Furnished,Chennai
7500,1000,2,2,Semi-Furnished,Chennai
9000,750,2,2,Unfurnished,Chennai
13000,1000,2,2,Semi-Furnished,Chennai
25000,1100,3,2,Unfurnished,Chennai
130000,3000,3,3,Furnished,Chennai
13000,650,2,2,Semi-Furnished,Chennai
20000,1500,3,3,Semi-Furnished,Chennai
18000,500,1,1,Unfurnished,Chennai
8000,700,2,1,Unfurnished,Chennai
16000,450,1,1,Furnished,Chennai
18000,700,2,2,Unfurnished,Chennai
19000,1250,2,2,Semi-Furnished,Chennai
7500,700,2,2,Unfurnished,Chennai
15000,650,2,2,Semi-Furnished,Chennai
19000,850,2,2,Semi-Furnished,Chennai
10000,750,2,2,Unfurnished,Chennai
45000,1780,3,3,Semi-Furnished,Chennai
20000,980,2,2,Unfurnished,Chennai
7500,700,2,2,Unfurnished,Chennai
14000,600,2,2,Semi-Furnished,Chennai
5000,800,2,2,Unfurnished,Chennai
20000,1500,2,2,Semi-Furnished,Chennai
15000,1402,3,3,Semi-Furnished,Chennai
75000,1500,3,3,Semi-Furnished,Chennai
30000,1300,3,3,Furnished,Chennai
30000,1484,3,3,Semi-Furnished,Chennai
12500,630,1,1,Semi-Furnished,Chennai
24000,1150,2,2,Semi-Furnished,Chennai
10000,800,2,2,Unfurnished,Chennai
12000,600,2,2,Semi-Furnished,Chennai
45000,2200,3,3,Unfurnished,Chennai
10500,950,2,2,Semi-Furnished,Chennai
6250,700,2,2,Unfurnished,Chennai
6000,450,1,1,Semi-Furnished,Chennai
7500,150,1,1,Unfurnished,Chennai
6300,360,1,1,Unfurnished,Chennai
7000,750,1,1,Semi-Furnished,Chennai
14000,1065,2,2,Semi-Furnished,Chennai
10000,650,2,2,Unfurnished,Chennai
30000,1140,2,2,Semi-Furnished,Chennai
16000,1525,3,3,Semi-Furnished,Chennai
22000,1450,3,3,Furnished,Chennai
14000,1200,2,2,Semi-Furnished,Chennai
18000,1100,2,2,Semi-Furnished,Chennai
10500,700,2,2,Semi-Furnished,Chennai
6000,600,1,1,Unfurnished,Chennai
20000,1200,3,2,Unfurnished,Chennai
90000,2100,3,3,Unfurnished,Chennai
13500,950,2,2,Semi-Furnished,Chennai
7000,800,1,1,Semi-Furnished,Chennai
12500,900,2,2,Unfurnished,Chennai
15000,805,2,2,Semi-Furnished,Chennai
14000,800,2,2,Unfurnished,Chennai
28000,2300,2,2,Furnished,Chennai
9500,1200,2,2,Semi-Furnished,Chennai
16000,1200,3,2,Semi-Furnished,Chennai
120000,4000,4,4,Semi-Furnished,Chennai
20000,1500,3,2,Unfurnished,Chennai
21000,500,1,1,Furnished,Chennai
22000,1050,2,2,Semi-Furnished,Chennai
120000,2550,4,4,Semi-Furnished,Chennai
15000,650,2,2,Unfurnished,Chennai
5000,800,1,1,Unfurnished,Chennai
15000,1000,2,2,Unfurnished,Chennai
19000,900,2,2,Semi-Furnished,Chennai
37500,1475,3,3,Semi-Furnished,Chennai
8000,360,1,1,Semi-Furnished,Chennai
45000,1600,3,3,Unfurnished,Chennai
5000,550,1,1,Unfurnished,Chennai
30000,1800,3,2,Unfurnished,Chennai
17000,1000,2,2,Unfurnished,Chennai
15000,700,2,2,Furnished,Chennai
3500,500,1,1,Semi-Furnished,Chennai
25000,1132,3,2,Semi-Furnished,Chennai
17000,1400,3,3,Semi-Furnished,Chennai
50000,3300,5,5,Semi-Furnished,Chennai
22000,1400,3,3,Semi-Furnished,Chennai
12000,800,2,2,Semi-Furnished,Chennai
10000,80,3,2,Semi-Furnished,Chennai
10000,1000,3,3,Semi-Furnished,Chennai
26000,1020,2,2,Semi-Furnished,Chennai
9000,500,2,2,Furnished,Chennai
12000,900,2,2,Furnished,Chennai
8500,600,2,1,Unfurnished,Chennai
7000,1100,2,2,Unfurnished,Chennai
12000,1200,2,3,Unfurnished,Chennai
12000,650,2,2,Unfurnished,Chennai
26000,900,2,2,Semi-Furnished,Chennai
13000,100,3,2,Unfurnished,Chennai
30000,1100,2,2,Unfurnished,Chennai
30000,585,2,2,Unfurnished,Chennai
12000,740,2,2,Unfurnished,Chennai
10000,550,1,1,Unfurnished,Chennai
13000,786,2,2,Furnished,Chennai
13000,1100,2,2,Unfurnished,Chennai
40000,1500,3,3,Semi-Furnished,Chennai
25000,1440,3,3,Semi-Furnished,Chennai
8000,700,1,1,Semi-Furnished,Chennai
6000,450,1,1,Unfurnished,Chennai
17000,1200,3,2,Semi-Furnished,Chennai
17000,1785,3,3,Semi-Furnished,Chennai
15000,1050,2,2,Semi-Furnished,Chennai
8500,700,2,1,Semi-Furnished,Chennai
8500,450,2,1,Unfurnished,Chennai
11000,803,2,2,Semi-Furnished,Chennai
60000,1800,3,3,Semi-Furnished,Chennai
18000,985,2,2,Unfurnished,Chennai
70000,2880,4,3,Semi-Furnished,Chennai
10000,850,2,2,Unfurnished,Chennai
20000,1100,3,2,Unfurnished,Chennai
16000,1100,2,2,Semi-Furnished,Chennai
10000,1500,2,2,Furnished,Chennai
100000,1975,3,3,Semi-Furnished,Chennai
7000,400,1,1,Unfurnished,Chennai
17000,914,2,2,Semi-Furnished,Chennai
17000,1000,2,2,Semi-Furnished,Chennai
39000,1170,3,2,Semi-Furnished,Chennai
6500,350,1,1,Unfurnished,Chennai
15000,1120,3,2,Unfurnished,Chennai
17000,1100,2,2,Unfurnished,Chennai
6800,500,1,1,Unfurnished,Chennai
110000,1435,3,3,Furnished,Chennai
8500,200,1,1,Semi-Furnished,Chennai
65000,1444,3,3,Semi-Furnished,Chennai
7500,350,1,1,Semi-Furnished,Chennai
10000,800,2,2,Semi-Furnished,Chennai
34000,1503,3,2,Semi-Furnished,Chennai
17000,1200,3,3,Unfurnished,Chennai
23000,900,3,2,Unfurnished,Chennai
17000,625,1,1,Semi-Furnished,Chennai
8500,860,2,2,Semi-Furnished,Chennai
10000,960,2,2,Unfurnished,Chennai
8000,550,2,1,Unfurnished,Chennai
30000,1000,3,3,Semi-Furnished,Chennai
15000,520,1,1,Semi-Furnished,Chennai
25000,1500,3,2,Unfurnished,Chennai
16500,966,2,2,Semi-Furnished,Chennai
40000,1400,3,3,Semi-Furnished,Chennai
15000,1300,3,2,Semi-Furnished,Chennai
12000,1062,3,2,Semi-Furnished,Chennai
35000,1850,3,3,Semi-Furnished,Chennai
8000,600,2,2,Unfurnished,Chennai
11000,1000,2,2,Semi-Furnished,Chennai
20000,1065,3,3,Semi-Furnished,Chennai
17000,950,3,3,Unfurnished,Chennai
9000,740,2,2,Unfurnished,Chennai
16500,700,2,2,Semi-Furnished,Chennai
12000,880,2,2,Unfurnished,Chennai
12500,890,2,2,Unfurnished,Chennai
25000,1100,2,2,Unfurnished,Chennai
15000,700,2,2,Furnished,Chennai
14000,1155,3,2,Unfurnished,Chennai
72000,1500,3,3,Semi-Furnished,Chennai
10000,550,1,1,Unfurnished,Chennai
17000,1000,2,2,Semi-Furnished,Chennai
12000,550,2,2,Unfurnished,Chennai
72000,2900,3,3,Semi-Furnished,Chennai
26000,2100,3,2,Semi-Furnished,Chennai
10500,1000,2,2,Unfurnished,Chennai
15000,800,2,1,Unfurnished,Chennai
8500,900,2,1,Unfurnished,Chennai
10000,800,2,2,Semi-Furnished,Chennai
10000,1015,2,3,Semi-Furnished,Chennai
25000,1700,3,3,Semi-Furnished,Chennai
10000,850,1,1,Unfurnished,Chennai
13000,1260,2,3,Semi-Furnished,Chennai
16000,800,2,2,Semi-Furnished,Chennai
5000,550,1,1,Unfurnished,Chennai
9500,800,2,2,Semi-Furnished,Chennai
18000,1200,3,2,Semi-Furnished,Chennai
24000,1570,3,3,Semi-Furnished,Chennai
6166,570,1,1,Semi-Furnished,Chennai
20000,900,2,2,Semi-Furnished,Chennai
13000,700,2,2,Unfurnished,Chennai
8000,500,1,1,Unfurnished,Chennai
18000,1000,2,2,Unfurnished,Chennai
20000,700,2,2,Unfurnished,Chennai
14000,690,2,1,Unfurnished,Chennai
15000,100,2,2,Semi-Furnished,Chennai
25000,1200,3,3,Semi-Furnished,Chennai
26000,1200,2,2,Semi-Furnished,Chennai
9000,800,2,2,Unfurnished,Chennai
15000,1157,3,3,Unfurnished,Chennai
15000,780,2,2,Semi-Furnished,Chennai
130000,2792,3,5,Furnished,Chennai
7500,500,1,1,Unfurnished,Chennai
9500,750,2,2,Unfurnished,Chennai
60000,1800,6,6,Furnished,Chennai
7000,500,1,1,Semi-Furnished,Chennai
23000,1153,2,2,Semi-Furnished,Chennai
18000,500,1,1,Furnished,Chennai
18000,1000,3,2,Unfurnished,Chennai
6000,510,1,1,Unfurnished,Chennai
13000,730,2,2,Semi-Furnished,Chennai
15000,950,2,2,Unfurnished,Chennai
10000,730,2,2,Semi-Furnished,Chennai
22000,1400,3,2,Semi-Furnished,Chennai
10000,900,2,2,Semi-Furnished,Chennai
6500,506,1,1,Unfurnished,Chennai
7000,749,2,2,Unfurnished,Chennai
18000,520,1,1,Semi-Furnished,Chennai
7000,850,2,2,Unfurnished,Chennai
22000,1000,2,2,Semi-Furnished,Chennai
7000,600,1,1,Unfurnished,Chennai
15000,1900,1,1,Semi-Furnished,Chennai
8000,600,2,1,Semi-Furnished,Chennai
7000,500,1,1,Unfurnished,Chennai
9000,550,1,1,Unfurnished,Chennai
9800,1200,2,2,Unfurnished,Chennai
14500,1107,3,2,Semi-Furnished,Chennai
15000,550,1,1,Semi-Furnished,Chennai
22000,1150,2,2,Semi-Furnished,Chennai
9000,600,2,2,Unfurnished,Chennai
18000,1235,3,2,Semi-Furnished,Chennai
8500,600,1,2,Unfurnished,Chennai
6500,400,1,2,Semi-Furnished,Chennai
40000,1400,3,3,Semi-Furnished,Chennai
17000,800,3,2,Unfurnished,Chennai
12000,700,2,2,Unfurnished,Chennai
30000,900,2,2,Semi-Furnished,Chennai
4000,400,1,1,Unfurnished,Chennai
14000,850,2,2,Furnished,Chennai
25000,1415,3,2,Furnished,Chennai
8000,281,1,1,Unfurnished,Chennai
12500,600,1,1,Furnished,Chennai
100000,6000,5,4,Semi-Furnished,Chennai
14000,1050,2,2,Unfurnished,Chennai
7500,390,1,1,Unfurnished,Chennai
17500,950,3,2,Semi-Furnished,Chennai
27000,1500,3,3,Semi-Furnished,Chennai
16500,200,2,2,Unfurnished,Chennai
12000,926,2,2,Semi-Furnished,Chennai
45000,1700,3,3,Semi-Furnished,Chennai
15000,1068,2,2,Semi-Furnished,Chennai
14000,1800,3,3,Semi-Furnished,Chennai
17000,590,2,2,Semi-Furnished,Chennai
34999,1400,3,3,Semi-Furnished,Chennai
7000,550,1,1,Semi-Furnished,Chennai
10500,520,1,1,Semi-Furnished,Chennai
15000,900,2,2,Semi-Furnished,Chennai
10000,700,2,2,Semi-Furnished,Chennai
7000,400,1,1,Semi-Furnished,Chennai
200000,2280,4,4,Semi-Furnished,Chennai
12000,826,2,2,Semi-Furnished,Chennai
10000,1050,2,2,Semi-Furnished,Chennai
15000,700,2,2,Semi-Furnished,Chennai
19000,800,2,2,Semi-Furnished,Chennai
25000,850,2,2,Furnished,Chennai
10000,502,1,1,Unfurnished,Chennai
13000,925,2,2,Unfurnished,Chennai
12500,500,2,1,Unfurnished,Chennai
10000,950,2,2,Unfurnished,Chennai
16000,930,2,2,Semi-Furnished,Chennai
11000,950,2,2,Semi-Furnished,Chennai
13000,800,2,2,Semi-Furnished,Chennai
15000,950,2,1,Semi-Furnished,Chennai
15000,1100,3,2,Unfurnished,Chennai
20000,750,2,3,Unfurnished,Chennai
12000,1000,2,2,Semi-Furnished,Chennai
600000,950,2,2,Unfurnished,Chennai
11000,800,2,2,Semi-Furnished,Chennai
10000,500,1,1,Unfurnished,Chennai
30000,1500,3,3,Semi-Furnished,Chennai
8000,550,1,1,Furnished,Chennai
7000,400,1,1,Semi-Furnished,Chennai
10000,550,1,1,Unfurnished,Chennai
9300,730,2,1,Unfurnished,Chennai
10500,1000,2,2,Semi-Furnished,Chennai
16000,975,2,2,Semi-Furnished,Chennai
20000,1800,2,2,Semi-Furnished,Chennai
9000,745,2,2,Semi-Furnished,Chennai
18000,900,2,2,Semi-Furnished,Chennai
10000,600,2,2,Unfurnished,Chennai
16000,600,2,2,Unfurnished,Chennai
13500,450,1,1,Unfurnished,Chennai
16000,1030,2,2,Semi-Furnished,Chennai
8500,833,2,2,Unfurnished,Chennai
15000,1000,2,2,Semi-Furnished,Chennai
8200,840,2,2,Unfurnished,Chennai
20000,750,2,2,Furnished,Chennai
9000,950,2,2,Semi-Furnished,Chennai
13500,550,1,1,Semi-Furnished,Chennai
26000,1125,3,2,Semi-Furnished,Chennai
11000,700,2,2,Unfurnished,Chennai
18000,1100,2,2,Semi-Furnished,Chennai
10000,700,2,2,Unfurnished,Chennai
40000,1250,3,3,Semi-Furnished,Chennai
24000,1100,2,2,Unfurnished,Chennai
18000,475,1,1,Semi-Furnished,Chennai
11000,530,2,1,Semi-Furnished,Chennai
23000,1050,2,2,Semi-Furnished,Chennai
11000,830,2,2,Semi-Furnished,Chennai
8000,809,2,2,Unfurnished,Chennai
15000,900,2,2,Semi-Furnished,Chennai
9500,700,1,1,Semi-Furnished,Chennai
13500,1150,2,2,Semi-Furnished,Chennai
11000,750,1,1,Semi-Furnished,Chennai
13000,920,2,2,Semi-Furnished,Chennai
25000,1050,2,2,Semi-Furnished,Chennai
12000,1800,2,2,Unfurnished,Chennai
25000,1000,2,2,Semi-Furnished,Chennai
